"","geometry"
"792",c(-1.4005, -81.637)
"793",c(-1.5347, -81.8808)
"794",c(-1.2438, -81.1747)
"795",c(-1.6725, -81.9838)
"796",c(-1.4933, -81.8984)
"797",c(-1.7504, -81.112)
"798",c(-1.2969, -81.1176)
"799",c(-1.2769, -81.1409)
"800",c(-0.6266, -81.5908)
"801",c(-2.6801, -81.2902)
"802",c(-2.736, -81.2789)
"803",c(-0.4194, -81.6554)
"804",c(-1.3536, -81.7758)
"805",c(-2.924, -81.1368)
"806",c(-3.5757, -81.1743)
"807",c(-1.1084, -81.792)
"808",c(-3.5323, -81.2062)
"809",c(-3.5281, -81.2135)
"810",c(-2.2124, -81.2209)
"811",c(-1.266, -81.1296)
"812",c(-0.3312, -81.9956)
"813",c(-1.7556, -81.5958)
"814",c(-0.715, -81.0007)
"815",c(-1.9177, -81.6553)
"816",c(-0.2025, -82.0853)
"817",c(-1.9348, -81.6642)
"818",c(-0.1238, -81.6512)
"819",c(-1.6915, -81.688)
"820",c(-0.7001, -80.9292)
"821",c(-1.4849, -81.9089)
"822",c(-1.482, -81.9104)
"823",c(-1.3852, -81.6766)
"824",c(-1.5996, -81.9734)
"825",c(-1.5653, -81.0794)
"826",c(-1.3684, -81.8688)
"827",c(-1.5593, -81.1164)
"828",c(-1.3957, -81.7022)
"829",c(-1.9422, -81.1335)
"830",c(-1.8147, -81.3494)
"831",c(-1.9943, -81.0681)
"832",c(-1.9952, -81.1069)
"833",c(-2.5101, -81.1245)
"834",c(-1.1657, -81.2227)
"835",c(-1.2723, -81.2681)
"836",c(-2.4954, -81.124)
"837",c(-2.6593, -81.186)
"838",c(-2.58, -81.109)
"839",c(-1.9017, -81.421)
"840",c(-2.4098, -81.354)
"841",c(-1.55, -81.0929)
"842",c(-1.2656, -81.1079)
"843",c(-1.2567, -81.0892)
"844",c(-1.5659, -81.0753)
"845",c(-1.4502, -81.8919)
"846",c(-1.273, -81.0844)
"847",c(-1.4273, -81.228)
"848",c(-1.2259, -81.0611)
"849",c(-1.342, -81.1215)
"850",c(-1.2951, -81.1227)
"851",c(-1.2689, -81.1026)
"852",c(-2.2293, -81.1492)
"853",c(-1.9015, -81.2578)
"854",c(-1.2648, -81.132)
"855",c(-4.0307, -81.4068)
"856",c(-3.7311, -81.4264)
"857",c(-3.9664, -81.3269)
"858",c(-3.692, -81.3428)
"859",c(-1.9848, -81.7168)
"860",c(-2.1019, -81.6721)
"861",c(-1.9804, -81.7208)
"862",c(-1.0784, -81.5837)
"863",c(-1.5578, -81.4351)
"864",c(-0.3382, -81.9957)
"865",c(-0.809, -81.7049)
"866",c(-1.3898, -81.6912)
"867",c(-1.566, -81.0685)
"868",c(-1.4264, -82.0406)
"869",c(-2.8057, -81.1113)
"870",c(-2.7802, -81.1557)
"871",c(-1.4006, -81.6366)
"872",c(-1.0858, -81.2235)
"873",c(-1.0732, -81.4883)
"874",c(-1.2646, -81.1174)
"875",c(-1.4629, -81.9036)
"876",c(-1.5536, -81.1042)
"877",c(-3.0667, -81.1911)
"878",c(-1.4013, -81.6477)
"879",c(-3.055, -81.2025)
"880",c(-3.4494, -81.1741)
"881",c(-1.5343, -81.8824)
"882",c(-1.4067, -82.054)
"883",c(-1.1821, -81.7469)
"884",c(-1.6577, -81.9499)
"885",c(-1.5794, -81.8107)
"886",c(-1.317, -82.0092)
"887",c(-1.4083, -81.7704)
"888",c(-1.6319, -81.9143)
"889",c(-0.7439, -82.1064)
"890",c(-0.2967, -81.4364)
"891",c(-1.1118, -81.802)
"892",c(-1.0758, -81.8211)
"893",c(-1.9204, -81.3202)
"894",c(-1.357, -81.778)
"895",c(-2.4974, -81.1254)
"896",c(-2.2637, -81.2164)
"897",c(-1.4341, -81.2362)
"898",c(-1.3164, -81.8473)
"899",c(-1.3616, -81.2368)
"900",c(-1.3326, -81.586)
"901",c(-1.5249, -81.8531)
"902",c(-0.1925, -81.8459)
"903",c(-1.3569, -81.2329)
"904",c(-0.1937, -81.8398)
"905",c(-1.017, -81.8737)
"906",c(-1.948, -81.6307)
"907",c(-1.3964, -81.6359)
"908",c(-1.9745, -81.6586)
"909",c(-1.4529, -81.8921)
"910",c(-2.147, -81.667)
"911",c(-1.977, -81.2795)
"912",c(-1.2943, -81.327)
"913",c(-0.248, -82.0882)
"914",c(-0.3312, -81.9961)
"915",c(-0.0746, -81.2761)
"916",c(-2.1858, -81.2563)
"917",c(-2.6878, -81.0863)
"918",c(-1.995, -81.1053)
"919",c(-1.9968, -81.1817)
"920",c(-2.0409, -81.0279)
"921",c(-1.9914, -81.1204)
"922",c(-2.2209, -81.1136)
"923",c(-2.1493, -81.1068)
"924",c(-2.2032, -81.2055)
"925",c(-2.1877, -81.1073)
"926",c(-2.654, -81.1864)
"927",c(-1.9073, -81.4026)
"928",c(-2.1859, -81.1229)
"929",c(-2.2206, -81.1518)
"930",c(-1.7689, -81.1974)
"931",c(-1.5263, -81.1583)
"932",c(-2.5301, -81.2726)
"933",c(-1.9968, -81.0846)
"934",c(-2.0387, -81.0723)
"935",c(-2.1963, -81.1355)
"936",c(-2.5206, -81.2774)
"937",c(-2.529, -81.1368)
"938",c(-1.2744, -81.1364)
"939",c(-1.2522, -81.0593)
"940",c(-1.3364, -81.1315)
"941",c(-1.2672, -81.0842)
"942",c(-3.0953, -81.2452)
"943",c(-3.1061, -81.2565)
"944",c(-1.2869, -81.0893)
"945",c(-1.1151, -80.9518)
"946",c(-1.259, -81.0813)
"947",c(-3.7654, -81.2641)
"948",c(-1.2636, -81.083)
"949",c(-2.425, -81.2016)
"950",c(-3.1269, -81.2844)
"951",c(-1.2445, -81.0826)
"952",c(-2.579, -81.2169)
"953",c(-1.255, -81.0867)
"954",c(-3.1249, -81.3034)
"955",c(-3.1121, -81.2776)
"956",c(-3.1257, -81.2855)
"957",c(-1.2433, -81.0626)
"958",c(-3.1241, -81.2854)
"959",c(-1.4804, -81.1385)
"960",c(-1.261, -81.0747)
"961",c(-1.2948, -81.0929)
"962",c(-3.06, -81.1946)
"963",c(-2.7894, -81.1518)
"964",c(-1.3518, -81.091)
"965",c(-1.294, -81.0885)
"966",c(-1.2617, -81.0893)
"967",c(-1.7618, -81.1496)
"968",c(-2.1701, -80.9992)
"969",c(-2.1342, -80.9243)
"970",c(-2.2851, -80.977)
"971",c(-2.2228, -80.988)
"972",c(-1.9751, -81.6476)
"973",c(-2.1482, -81.668)
"974",c(-1.3493, -81.561)
"975",c(-1.538, -81.146)
"976",c(-1.375, -81.1136)
"977",c(-1.2625, -81.0806)
"978",c(-0.8715, -81.6785)
"979",c(-2.3919, -81.4412)
"980",c(-2.4053, -81.4287)
"981",c(-0.568, -81.6264)
"982",c(-2.1885, -81.1233)
"983",c(-1.6968, -81.5935)
"984",c(-2.3184, -81.5151)
"985",c(-1.957, -81.2632)
"986",c(-2.365, -81.5027)
"987",c(-1.9601, -81.7095)
"988",c(-1.317, -81.0929)
"989",c(-4.0241, -81.3715)
"990",c(-3.9659, -81.3292)
"991",c(-3.8748, -81.5058)
"992",c(-1.8118, -81.4785)
"993",c(-1.1093, -81.3821)
"994",c(-3.0638, -81.1974)
"995",c(-2.7969, -81.1274)
"996",c(-2.7643, -81.1266)
"997",c(-2.8858, -81.2957)
"998",c(-2.5287, -81.3245)
"999",c(-2.4941, -81.3175)
"1000",c(-2.3425, -81.3108)
"1001",c(-2.3376, -81.3118)
"1002",c(-1.4774, -81.9592)
"1003",c(-1.3892, -81.6421)
"1004",c(-2.2076, -80.9342)
"1005",c(-1.642, -81.9254)
"1006",c(-1.9475, -81.6491)
"1007",c(-1.3361, -82.0175)
"1008",c(-2.1939, -81.2528)
"1009",c(-1.055, -81.5316)
"1010",c(-2.6189, -81.4006)
"1011",c(-2.5604, -82.5649)
"1012",c(-1.9889, -81.7114)
"1013",c(-3.6065, -81.6322)
"1014",c(-3.7613, -81.4857)
"1015",c(-0.251, -82.0841)
"1016",c(-3.7572, -81.483)
"1017",c(-0.6011, -81.5391)
"1018",c(-1.0379, -81.5241)
"1019",c(-3.6395, -81.345)
"1020",c(-1.0379, -81.8566)
"1021",c(-2.4528, -81.8603)
"1022",c(-3.1837, -81.9721)
"1023",c(-3.2006, -81.9659)
"1024",c(-3.4346, -81.8683)
"1025",c(-3.4585, -81.8359)
"1026",c(-2.4029, -82.4162)
"1027",c(-2.7954, -82.1337)
"1028",c(-2.7221, -81.2724)
"1029",c(-3.5315, -81.2051)
"1030",c(-3.5282, -81.2183)
"1031",c(-3.6332, -81.331)
"1032",c(-2.1938, -80.9194)
"1033",c(-3.7534, -81.4824)
"1034",c(-2.5223, -81.2782)
"1035",c(-2.0659, -80.9502)
"1036",c(-2.3136, -80.925)
"1037",c(-2.1929, -80.9784)
"1038",c(-2.1865, -81.1369)
"1039",c(-2.2315, -80.9716)
"1040",c(-2.0765, -81.1902)
"1041",c(-2.2084, -81.1179)
"1042",c(-2.6838, -81.0909)
"1043",c(-2.5335, -81.269)
"1044",c(-2.3545, -82.4808)
"1045",c(-3.7518, -81.2255)
"1046",c(-3.4922, -81.4934)
"1047",c(-1.2545, -80.9793)
"1048",c(-2.6187, -81.2739)
"1049",c(-3.5757, -81.1757)
"1050",c(-1.5564, -80.8167)
"1051",c(-2.1881, -81.1294)
"1052",c(-1.8868, -83.4064)
"1053",c(-2.3542, -81.4842)
"1054",c(-1.9706, -83.1752)
"1055",c(-2.1855, -81.1156)
"1056",c(-2.4108, -81.4251)
"1057",c(-1.9705, -83.1378)
"1058",c(-2.2167, -81.1528)
"1059",c(-1.9757, -81.6982)
"1060",c(-2.0425, -82.7815)
"1061",c(-1.9663, -81.2431)
"1062",c(-1.7004, -81.5709)
"1063",c(-2.3809, -81.5735)
"1064",c(-1.9133, -84.1123)
"1065",c(-1.9625, -81.7243)
"1066",c(-1.7246, -83.992)
"1067",c(-2.3465, -81.6243)
"1068",c(-1.7304, -81.8372)
"1069",c(-2.015, -81.489)
"1070",c(-1.5742, -83.7753)
"1071",c(-1.739, -83.556)
"1072",c(-1.9632, -81.4591)
"1073",c(-1.734, -81.8421)
"1074",c(-1.9219, -81.658)
"1075",c(-3.5976, -81.1016)
"1076",c(-1.605, -81.6124)
"1077",c(-1.9217, -83.9957)
"1078",c(-3.6258, -81.1013)
"1079",c(-2.2051, -81.0988)
"1080",c(-2.0395, -81.0746)
"1081",c(-3.1923, -81.9689)
"1082",c(-2.1987, -81.1026)
"1083",c(-2.8068, -82.1256)
"1084",c(-2.4107, -82.4079)
"1085",c(-2.3837, -82.4282)
"1086",c(-2.0466, -82.7726)
"1087",c(-2.0324, -82.8027)
"1088",c(-2.0038, -81.0931)
"1089",c(-1.9897, -81.1214)
"1090",c(-2.0038, -81.1084)
"1091",c(-2.0737, -80.9704)
"1092",c(-2.0417, -81.0179)
"1093",c(-2.0291, -81.0585)
"1094",c(-2.0298, -81.0212)
"1095",c(-2.0073, -83.4949)
"1096",c(-1.8666, -83.7936)
"1097",c(-2.2258, -83.0063)
"1098",c(-2.1029, -83.1055)
"1099",c(-2.057, -83.2293)
"1100",c(-3.7572, -81.4834)
"1101",c(-2.3883, -81.5629)
"1102",c(-3.6178, -81.631)
"1103",c(-2.5498, -81.3281)
"1104",c(-3.5958, -81.649)
"1105",c(-2.5921, -81.3328)
"1106",c(-2.9952, -80.9931)
"1107",c(-3.4333, -81.8533)
"1108",c(-3.2103, -81.9649)
"1109",c(-1.567, -83.7862)
"1110",c(-1.734, -83.9935)
"1111",c(-1.913, -84.1125)
"1112",c(-1.9244, -83.9994)
"1113",c(-1.8588, -83.803)
"1114",c(-2.0073, -83.5025)
"1115",c(-2.0065, -83.4819)
"1116",c(-1.7015, -81.8266)
"1117",c(-0.6735, -81.924)
"1118",c(-2.1988, -81.576)
"1119",c(-2.5471, -81.1861)
"1120",c(-1.5951, -81.1881)
"1121",c(-1.227, -81.2625)
"1122",c(-1.7303, -81.8358)
"1123",c(-1.9732, -83.1571)
"1124",c(-1.8889, -83.402)
"1125",c(-3.5524, -81.6657)
"1126",c(-3.5269, -81.201)
"1127",c(-1.7459, -83.5506)
"1128",c(-2.6441, -81.2731)
"1129",c(-1.5868, -83.7749)
"1130",c(-2.3927, -81.1198)
"1131",c(-3.0589, -81.1513)
"1132",c(-3.1696, -80.9973)
"1133",c(-2.3668, -81.5422)
"1134",c(-1.918, -81.6542)
"1135",c(-2.6656, -81.3111)
"1136",c(-2.9652, -81.1803)
"1137",c(-3.5315, -81.2042)
"1138",c(-3.1264, -80.9657)
"1139",c(-2.6185, -81.2784)
"1140",c(-2.6189, -81.2744)
"1141",c(-3.4955, -81.4965)
"1142",c(-3.2313, -80.9572)
"1143",c(-2.6195, -81.2702)
"1144",c(-3.7434, -81.2633)
"1145",c(-3.7295, -81.3182)
"1146",c(-3.4458, -81.8283)
"1147",c(-3.6082, -81.6363)
"1148",c(-3.5876, -81.1693)
"1149",c(-3.6257, -81.1009)
"1150",c(-3.7489, -81.4886)
"1151",c(-3.7566, -81.502)
"1152",c(-3.2611, -81.0846)
"1153",c(-2.4037, -82.4096)
"1154",c(-2.8057, -82.1099)
"1155",c(-3.2702, -81.0862)
"1156",c(-2.9285, -82.0696)
"1157",c(-3.1723, -82.3478)
"1158",c(-3.2485, -81.0719)
"1159",c(-2.0608, -83.2238)
"1160",c(-2.0966, -83.1067)
"1161",c(-2.224, -83.0089)
"1162",c(-1.6857, -83.6496)
"1163",c(-2.0468, -82.7719)
"1164",c(-3.4466, -81.8391)
"1165",c(-2.7868, -82.1308)
"1166",c(-2.394, -82.4273)
"1167",c(-2.0402, -82.7938)
"1168",c(-1.9671, -83.1494)
"1169",c(-1.7332, -83.5592)
"1170",c(-1.5694, -83.7834)
"1171",c(-1.7322, -83.9982)
"1172",c(-3.3097, -81.098)
"1173",c(-3.2847, -81.1014)
"1174",c(-3.3045, -81.0917)
"1175",c(-3.3219, -81.0941)
"1176",c(-2.0093, -83.1985)
"1177",c(-3.337, -81.098)
"1178",c(-3.2115, -81.1607)
"1179",c(-3.6453, -81.1199)
"1180",c(-3.599, -81.6475)
"1181",c(-1.1759, -84.8335)
"1182",c(-1.5808, -83.7612)
"1183",c(-1.7475, -83.5507)
"1184",c(-1.8891, -83.4035)
"1185",c(-1.8591, -83.8014)
"1186",c(-1.9404, -84.0072)
"1187",c(-1.9112, -84.1129)
"1188",c(-1.7336, -84.0023)
"1189",c(-3.6471, -81.3554)
"1190",c(-3.7585, -81.4834)
"1191",c(-2.0075, -83.4946)
"1192",c(-1.5941, -81.8688)
"1193",c(-1.7989, -81.6623)
"1194",c(-1.2408, -82.4118)
"1195",c(-2.1909, -81.4352)
"1196",c(-2.1818, -81.4295)
"1197",c(-1.8243, -81.6189)
"1198",c(-2.74, -81.5087)
"1199",c(-3.2643, -80.9716)
"1200",c(-2.0902, -83.1051)
"1201",c(-2.0632, -83.2304)
"1202",c(-2.1719, -81.4181)
"1203",c(-2.169, -81.4175)
"1204",c(-2.2238, -83.0107)
"1205",c(-2.9579, -81.0152)
"1206",c(-2.9621, -81.0082)
"1207",c(-2.5345, -81.226)
"1208",c(-1.5792, -81.6737)
"1209",c(-3.2677, -80.9725)
"1210",c(-3.109, -81.0963)
"1211",c(-3.2644, -80.9715)
"1212",c(-3.2784, -80.9759)
"1213",c(-3.1524, -81.0276)
"1214",c(-3.1674, -81.0416)
"1215",c(-3.1668, -81.0358)
"1216",c(-3.1667, -81.0333)
"1217",c(-2.5157, -81.3194)
"1218",c(-3.1858, -80.9804)
"1219",c(-3.1653, -81.0279)
"1220",c(-3.0497, -81.1602)
"1221",c(-3.1687, -81.0156)
"1222",c(-3.0244, -81.2001)
"1223",c(-3.0571, -83.3317)
"1224",c(-2.3251, -81.6015)
"1225",c(-2.3314, -81.5786)
"1226",c(-2.3724, -81.5462)
"1227",c(-1.7733, -81.6122)
"1228",c(-1.7378, -81.8394)
"1229",c(-1.7125, -81.8257)
"1230",c(-0.6854, -83.953)
"1231",c(-0.7441, -83.9304)
"1232",c(-0.7355, -83.9539)
"1233",c(-0.6785, -83.9592)
"1234",c(-0.6967, -83.9164)
"1235",c(-2.7249, -81.2707)
"1236",c(-0.5338, -83.5654)
"1237",c(-0.0203, -83.4257)
"1238",c(-2.6501, -81.2731)
"1239",c(-1.606, -81.6109)
"1240",c(-0.6345, -83.6788)
"1241",c(-1.9213, -81.6572)
"1242",c(-0.5976, -83.6378)
"1243",c(-3.6462, -81.3512)
"1244",c(-3.6284, -81.3196)
"1245",c(-3.5294, -81.2054)
"1246",c(0.0138, -82.9816)
"1247",c(-3.5308, -81.2026)
"1248",c(-3.7575, -81.4835)
"1249",c(-3.759, -81.5162)
"1250",c(-0.1324, -83.1365)
"1251",c(-0.286, -83.262)
"1252",c(-0.4259, -84.163)
"1253",c(-3.5977, -81.648)
"1254",c(-0.4343, -84.1641)
"1255",c(-0.3754, -83.1889)
"1256",c(-0.3605, -83.2473)
"1257",c(-1.2355, -82.2694)
"1258",c(-2.8023, -82.1315)
"1259",c(-3.1857, -81.9711)
"1260",c(-1.6635, -81.8271)
"1261",c(-3.209, -81.9668)
"1262",c(-1.198, -82.5024)
"1263",c(-3.4379, -81.8482)
"1264",c(-1.2179, -82.3736)
"1265",c(-1.9726, -83.1605)
"1266",c(-1.9701, -83.1396)
"1267",c(-2.0451, -82.7821)
"1268",c(-2.4049, -82.4106)
"1269",c(-1.8983, -83.3976)
"1270",c(-0.8316, -80.8403)
"1271",c(-2.2217, -80.9967)
"1272",c(-2.2253, -80.9942)
"1273",c(-1.1397, -81.6724)
"1274",c(-1.5399, -81.4142)
"1275",c(-1.4943, -81.2831)
"1276",c(-1.0977, -81.2155)
"1277",c(-2.0355, -81.0725)
"1278",c(-2.5164, -81.2779)
"1279",c(-0.2506, -82.2239)
"1280",c(-1.121, -81.6636)
"1281",c(-1.2675, -81.0495)
"1282",c(-2.4069, -81.256)
"1283",c(-1.5531, -80.8153)
"1284",c(-2.3472, -81.2577)
"1285",c(-1.5765, -81.6603)
"1286",c(-2.1957, -80.9688)
"1287",c(-2.2966, -81.4734)
"1288",c(-1.1479, -81.8148)
"1289",c(-1.5769, -81.6609)
"1290",c(-2.2472, -80.9982)
"1291",c(-2.2534, -81.0152)
"1292",c(-2.2671, -81.0517)
"1293",c(-2.2515, -80.9989)
"1294",c(-1.5555, -80.8201)
"1295",c(-2.2473, -81.0028)
"1296",c(-3.1155, -81.0351)
"1297",c(-3.0877, -81.0921)
"1298",c(-3.0953, -81.1701)
"1299",c(-3.0606, -81.073)
"1300",c(-3.1049, -81.0806)
"1301",c(-3.0884, -81.1461)
"1302",c(-3.1745, -81.2063)
"1303",c(-3.1442, -81.2376)
"1304",c(-3.0928, -81.1506)
"1305",c(-3.1526, -81.1445)
"1306",c(-0.4667, -80.467)
"1307",c(-0.3966, -80.5252)
"1308",c(-0.3442, -82.2944)
"1309",c(-1.5327, -81.4363)
"1310",c(-1.5744, -81.4396)
"1311",c(-0.6997, -80.8214)
"1312",c(-1.9503, -81.1414)
"1313",c(-2.5786, -81.1118)
"1314",c(-2.5264, -81.1379)
"1315",c(-2.2525, -81.0027)
"1316",c(-2.2444, -81.0114)
"1317",c(-2.2101, -80.9419)
"1318",c(-2.259, -80.9418)
"1319",c(-1.2556, -81.0843)
"1320",c(-1.2537, -81.0844)
"1321",c(-2.179, -81.0872)
"1322",c(-1.937, -81.1017)
"1323",c(3.8907, -88.8301)
"1324",c(-0.4534, -80.4809)
"1325",c(-1.3499, -81.1211)
"1326",c(-0.4393, -80.6472)
"1327",c(-3.7772, -81.3621)
"1328",c(-3.6857, -81.5145)
"1329",c(-3.708, -81.4933)
"1330",c(-3.0054, -80.7064)
"1331",c(-2.3326, -81.3052)
"1332",c(-3.0709, -81.0021)
"1333",c(-2.3538, -81.2479)
"1334",c(-3.0824, -81.0124)
"1335",c(-3.1209, -81.0977)
"1336",c(-2.4711, -81.1694)
"1337",c(-3.139, -81.1427)
"1338",c(-3.0141, -80.7882)
"1339",c(-3.0287, -80.7721)
"1340",c(-3.043, -80.9051)
"1341",c(-3.0462, -80.9172)
"1342",c(-2.4126, -81.283)
"1343",c(-2.437, -81.222)
"1344",c(-2.4146, -81.335)
"1345",c(-3.2006, -81.2008)
"1346",c(-2.3875, -81.3207)
"1347",c(-2.5308, -81.3767)
"1348",c(-1.7161, -81.8809)
"1349",c(-2.1505, -81.4346)
"1350",c(-0.8217, -81.6192)
"1351",c(-0.8553, -81.7225)
"1352",c(-0.9962, -81.6975)
"1353",c(-3.3886, -81.3911)
"1354",c(-0.7468, -81.7288)
"1355",c(-1.0094, -81.6943)
"1356",c(-3.3587, -81.3056)
"1357",c(-3.7146, -81.4905)
"1358",c(-2.381, -81.4526)
"1359",c(-1.7952, -81.526)
"1360",c(-1.8385, -81.4954)
"1361",c(-1.1124, -81.3923)
"1362",c(-1.8124, -81.64)
"1363",c(-1.0933, -81.5513)
"1364",c(-1.1212, -81.4171)
"1365",c(-3.2486, -81.2591)
"1366",c(-3.0257, -81.6811)
"1367",c(-0.9147, -81.6937)
"1368",c(-0.8572, -81.6961)
"1369",c(-3.7458, -81.1461)
"1370",c(-1.5559, -80.8196)
"1371",c(-3.3275, -81.457)
"1372",c(-1.9631, -81.5435)
"1373",c(-1.5567, -80.8143)
"1374",c(-1.8887, -81.5415)
"1375",c(-1.5156, -81.3122)
"1376",c(-2.3937, -81.4521)
"1377",c(-2.5268, -81.5504)
"1378",c(-3.7626, -81.3495)
"1379",c(-2.3518, -81.2468)
"1380",c(-2.4557, -81.2011)
"1381",c(-2.4247, -81.2299)
"1382",c(-2.3914, -81.3095)
"1383",c(-2.3903, -81.2354)
"1384",c(-1.717, -81.8761)
"1385",c(-2.3807, -81.3257)
"1386",c(-2.2494, -81.4554)
"1387",c(-4.2082, -81.5072)
"1388",c(-1.2682, -81.6875)
"1389",c(-2.16, -81.4375)
"1390",c(-2.1541, -81.4351)
"1391",c(-1.1986, -81.4713)
"1392",c(-0.8985, -81.679)
"1393",c(-0.8501, -81.7216)
"1394",c(-2.0449, -81.8253)
"1395",c(-3.3588, -81.3059)
"1396",c(-3.1979, -81.455)
"1397",c(-2.3506, -81.2707)
"1398",c(-1.8583, -81.5799)
"1399",c(-4.7509, -81.5022)
"1400",c(-0.6263, -85.2966)
"1401",c(-0.5529, -84.3909)
"1402",c(-0.6036, -84.4815)
"1403",c(-0.4659, -85.4255)
"1404",c(-0.5351, -84.5308)
"1405",c(-2.5821, -81.5138)
"1406",c(-3.0418, -81.2893)
"1407",c(-2.4596, -81.4402)
"1408",c(-3.5112, -81.2423)
"1409",c(-0.6229, -84.5116)
"1410",c(-1.5137, -81.6556)
"1411",c(-2.5256, -80.9917)
"1412",c(-2.4266, -81.5031)
"1413",c(-1.1497, -81.8122)
"1414",c(-0.6467, -84.3163)
"1415",c(-2.3227, -81.4164)
"1416",c(-2.2666, -81.6552)
"1417",c(-3.7011, -81.5023)
"1418",c(-2.8456, -81.4723)
"1419",c(-2.155, -81.4424)
"1420",c(-1.479, -81.4402)
"1421",c(-2.5209, -81.3826)
"1422",c(-0.9394, -81.6724)
"1423",c(-1.1252, -81.6995)
"1424",c(-3.2934, -81.457)
"1425",c(-2.0029, -81.5882)
"1426",c(-1.9384, -81.5371)
"1427",c(-1.5076, -81.2856)
"1428",c(-3.2588, -81.3443)
"1429",c(-1.2779, -81.0489)
"1430",c(-2.0441, -81.5167)
"1431",c(-3.5001, -81.2219)
"1432",c(-1.9737, -81.7002)
"1433",c(-3.4635, -81.2053)
"1434",c(-2.3535, -81.4856)
"1435",c(-2.0431, -81.5147)
"1436",c(-1.25, -80.9877)
"1437",c(-2.7978, -81.3985)
"1438",c(-2.3942, -81.4526)
"1439",c(-3.0224, -81.6809)
"1440",c(-3.6908, -81.5025)
"1441",c(-1.2632, -81.0013)
"1442",c(-1.1294, -81.6682)
"1443",c(-3.3274, -81.4568)
"1444",c(-3.5087, -81.2442)
"1445",c(-1.9389, -81.6109)
"1446",c(-3.1712, -81.6398)
"1447",c(-3.763, -81.3497)
"1448",c(-3.9237, -81.2945)
"1449",c(-3.7086, -81.4953)
"1450",c(-4.2132, -81.4831)
"1451",c(-1.5746, -81.6653)
"1452",c(-2.1857, -81.4294)
"1453",c(-2.3987, -81.4553)
"1454",c(-3.3945, -81.3766)
"1455",c(-3.9969, -81.3501)
"1456",c(-2.3862, -81.4521)
"1457",c(-2.304, -81.4863)
"1458",c(-1.5743, -81.6657)
"1459",c(-2.5208, -81.3826)
"1460",c(-2.9971, -81.7024)
"1461",c(-2.3, -81.4787)
"1462",c(-2.4389, -81.1982)
"1463",c(-1.5502, -80.8466)
"1464",c(-3.6349, -81.4907)
"1465",c(-2.8853, -81.2212)
"1466",c(-3.0282, -81.6813)
"1467",c(-1.4744, -82.1126)
"1468",c(-3.9937, -81.4729)
"1469",c(-3.7593, -81.4523)
"1470",c(-2.5729, -81.4938)
"1471",c(-1.4581, -81.8951)
"1472",c(-1.4102, -81.2569)
"1473",c(-1.286, -81.3034)
"1474",c(-1.3783, -81.601)
"1475",c(-1.3997, -81.6553)
"1476",c(-1.5648, -81.1298)
"1477",c(-2.1428, -81.6543)
"1478",c(-2.5343, -81.5152)
"1479",c(28.949977, -89.509441)
"1480",c(19.80048, -75.062686)
"1481",c(4.00766, -81.602544)
"1482",c(5.6802, 98.9407)
"1483",c(4.004528, -81.603356)
"1484",c(29.263263, -81.101442)
"1485",c(21.223303, -86.730623)
"1486",c(-37.485113, 176.213085)
"1487",c(20.735653, -87.196891)
"1488",c(-0.226558, 73.404057)
"1489",c(-2.07165, 130.476937)
"1490",c(18.753334, -110.936285)
"1491",c(19.332688, -110.630532)
"1492",c(18.760247, -110.894702)
"1493",c(18.686811, -110.911546)
"1494",c(18.612666, -110.940004)
"1495",c(18.785344, -110.842734)
"1496",c(-2.387882, 130.716967)
"1497",c(0.486283, 55.888633)
"1498",c(14.2515, 50.670747)
"1499",c(12.2, 100.35)
"1500",c(5.934965, 80.432669)
"1501",c(-0.454446, 130.796404)
"1502",c(-0.103221, -91.070329)
"1503",c(18.627829, -110.827963)
"1504",c(8.688953, -83.957136)
"1505",c(-12.8206, 45.14743)
"1506",c(18.07928, -63.06085)
"1507",c(17.90439, -62.83195)
"1508",c(-20.74312, 40.83955)
"1509",c(-21.13317, 55.53241)
"1510",c(-13.75548, -177.08021)
"1511",c(10.3034, -109.21715)
"1512",c(3.91451, -53.24036)
"1513",c(16.19761, -61.5398)
"1514",c(24.1575, 35.71389)
"1515",c(0.45584, 73.5689)
"1516",c(-15.06914, -148.27475)
"1517",c(-8.73668, 115.45421)
"1518",c(4.26271, 72.9648)
"1519",c(-16.49361, -151.71)
"1520",c(38.52676, -29.03281)
"1521",c(-16.7443, -151.41799)
"1522",c(9.0587, 97.81377)
"1523",c(-22.36944, 166.25389)
"1524",c(4.22646, 73.52257)
"1525",c(19.75538, -156.05454)
"1526",c(-2.25553, 130.62465)
"1527",c(-22.36944, 166.25389)
"1528",c(4.22646, 73.52257)
"1529",c(0.48448, 73.55508)
"1530",c(9.0587, 97.81377)
"1531",c(-8.73668, 115.45421)
"1532",c(24.1575, 35.71389)
"1533",c(-14.96867, -147.62655)
"1534",c(-22.35279, 166.23834)
"1535",c(-14.93473, -147.71292)
"1536",c(-16.52948, -151.71624)
"1537",c(-18.09065, -141.07031)
"1538",c(-18.14918, -140.94311)
"1539",c(-15.95083, -145.17937)
"1540",c(-21.20283, 55.27582)
"1541",c(-14.96689, -147.62445)
"1542",c(-14.96689, -147.62445)
"1543",c(-9.88913, -139.07265)
"1544",c(-22.4981, 166.44206)
"1545",c(-22.4981, 166.44206)
"1546",c(-8.9378, -140.11082)
"1547",c(-16.07541, -145.71101)
"1548",c(4.30347, 73.49116)
